"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"5150",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",530,23," ","B1","12 TOMPKINS STREET                       ","            ",10304,2,0,2,"4,800","2,544",1920,1,"B1","$268,000",2013-03-01,268000,2544,4800,0
"5151",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",531,1," ","B3","92 HARRISON STREET                       ","            ",10304,2,0,2,"15,692","2,026",1899,1,"B3","$4,075,000",2013-02-01,4075000,2026,15692,0
"5152",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",540,27," ","B2","61 GORDON STREET                         ","            ",10304,2,0,2,"2,500","1,250",1910,1,"B2","$116,500",2013-04-17,116500,1250,2500,0
"5154",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",541,45," ","B2","30 HUDSON STREET                         ","            ",10304,2,0,2,"2,500","1,748",1920,1,"B2","$156,156",2013-04-24,156156,1748,2500,0
"5157",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",544,115," ","B1","56 TARGEE STREET                         ","            ",10304,2,0,2,"2,400","2,000",1930,1,"B1","$250,000",2013-02-06,250000,2000,2400,0
"5158",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",556,258," ","B3","100 COURSEN PLACE                        ","            ",10304,2,0,2,"3,030","1,344",1925,1,"B3","$140,439",2013-07-02,140439,1344,3030,0
"5159",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",556,258," ","B3","100 COURSEN PLACE                        ","            ",10304,2,0,2,"3,030","1,344",1925,1,"B3","$119,676",2013-03-25,119676,1344,3030,0
"5160",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",556,264," ","B9","110 COURSEN PLACE                        ","            ",10304,2,0,2,"3,097","1,996",2005,1,"B9","$351,000",2012-09-11,351000,1996,3097,0
"5161",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",563,87," ","B2","198 GORDON STREET                        ","            ",10304,2,0,2,"3,000","1,440",1920,1,"B2","$349,060",2012-11-21,349060,1440,3000,0
"5162",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",565,180," ","B1","234 TARGEE STREET                        ","            ",10304,2,0,2,"1,612","1,372",1988,1,"B1","$8,400",2013-02-21,8400,1372,1612,0
"5163",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",583,16," ","B2","27 OCCIDENT AVENUE                       ","            ",10304,2,0,2,"3,125","2,460",1910,1,"B2","$480,000",2012-10-19,480000,2460,3125,0
"5165",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",585,63," ","B1","412 ST PAUL'S AVENUE                     ","            ",10304,2,0,2,"6,900","2,016",1960,1,"B1","$520,000",2012-10-15,520000,2016,6900,0
"5166",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",613,93," ","B2","12 MURRAY PLACE                          ","            ",10304,2,0,2,"4,700","3,482",1901,1,"B2","$325,000",2013-01-31,325000,3482,4700,0
"5167",5,"STAPLETON                ","03  THREE FAMILY HOMES                      ","1",526,41," ","C0","180 CANAL STREET                         ","            ",10304,3,0,3,"2,250","3,432",1920,1,"C0","$495,000",2013-06-04,495000,3432,2250,0
"5169",5,"STAPLETON                ","03  THREE FAMILY HOMES                      ","1",542,5," ","C0","46 GORDON STREET                         ","            ",10304,3,0,3,"1,938","2,240",1901,1,"C0","$85,000",2013-05-20,85000,2240,1938,0
"5186",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2839,8," ","A5","241 TOMPKINS AVENUE                      ","            ",10304,1,0,1,"3,775","2,016",1998,1,"A5","$238,593",2012-11-16,238593,2016,3775,0
"5187",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,54," ","A5","72A TOWNSEND AVENUE                      ","            ",10304,1,0,1,"2,457","1,800",2004,1,"A5","$320,000",2013-03-01,320000,1800,2457,0
"5188",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,55," ","A1","70 TOWNSEND AVENUE                       ","            ",10304,1,0,1,"4,773","4,131",1899,1,"A1","$389,000",2012-10-03,389000,4131,4773,0
"5190",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,282," ","A5","41 GREENFIELD COURT                      ","            ",10304,1,0,1,"1,035","984",1992,1,"A5","$245,000",2013-02-08,245000,984,1035,0
"5191",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,282," ","A5","41 GREENFIELD COURT                      ","            ",10304,1,0,1,"1,035","984",1992,1,"A5","$235,000",2012-12-31,235000,984,1035,0
"5192",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,285," ","A5","35 GREENFIELD COURT                      ","            ",10304,1,0,1,"1,610","984",1992,1,"A5","$240,000",2013-06-03,240000,984,1610,0
"5194",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2840,430," ","A5","63 MERIVALE LANE                         ","            ",10304,1,0,1,"1,185","1,405",2002,1,"A5","$280,000",2012-10-26,280000,1405,1185,0
"5195",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2867,175," ","A1","44 FAIRWAY AVENUE                        ","            ",10304,1,0,1,"4,500","1,786",1960,1,"A1","$237,500",2013-05-07,237500,1786,4500,0
"5197",5,"STAPLETON-CLIFTON        ","01  ONE FAMILY HOMES                        ","1",2868,7," ","A1","238 VANDERBILT AVENUE                    ","            ",10304,1,0,1,"4,140","1,152",1940,1,"A1","$186,000",2013-02-13,186000,1152,4140,0
"5198",5,"STAPLETON-CLIFTON        ","02  TWO FAMILY HOMES                        ","1",2839,82," ","B3","60 NORWOOD AVENUE                        ","            ",10304,2,0,2,"4,403","1,920",1915,1,"B3","$375,000",2012-08-22,375000,1920,4403,0
"5199",5,"STAPLETON-CLIFTON        ","02  TWO FAMILY HOMES                        ","1",2839,117," ","B3","15 TOWNSEND AVENUE                       ","            ",10304,2,0,2,"4,234","2,208",1899,1,"B3","$304,000",2013-03-20,304000,2208,4234,0
"5200",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",601,22," ","A1","50 DUDLEY AVENUE                         ","            ",10301,1,0,1,"4,000","1,260",1905,1,"A1","$425,000",2012-12-10,425000,1260,4000,0
"5201",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",602,67," ","A5","7 DUDLEY AVENUE                          ","            ",10301,1,0,1,"2,000","1,920",1996,1,"A5","$355,000",2013-07-09,355000,1920,2000,0
"5203",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",603,95," ","A1","79 GLENWOOD AVENUE                       ","            ",10301,1,0,1,"4,000","796",1920,1,"A1","$370,000",2012-09-21,370000,796,4000,0
"5204",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",606,8," ","A1","1321 CLOVE ROAD                          ","            ",10301,1,0,1,"3,600","1,212",1930,1,"A1","$300,000",2013-03-06,3e+05,1212,3600,0
"5205",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",610,421," ","A5","190 HIGHLAND AVENUE                      ","            ",10301,1,0,1,"4,310","1,940",2003,1,"A5","$410,000",2012-12-16,410000,1940,4310,0
"5206",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",653,13," ","A1","1322 CLOVE ROAD                          ","            ",10301,1,0,1,"6,960","1,518",1910,1,"A1","$331,695",2012-09-21,331695,1518,6960,0
"5208",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",659,21," ","A2","30 ONEIDA AVENUE                         ","            ",10301,1,0,1,"2,820","1,012",1935,1,"A2","$400,000",2012-08-28,4e+05,1012,2820,0
"5210",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",663,7," ","A2","58 TIOGA STREET                          ","            ",10301,1,0,1,"4,275","988",1950,1,"A2","$315,000",2013-03-15,315000,988,4275,0
"5211",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",666,22," ","A9","156 ONTARIO AVENUE                       ","            ",10301,1,0,1,"4,000","1,848",1980,1,"A9","$375,000",2013-06-14,375000,1848,4000,0
"5212",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",667,36," ","A5","157 LABAU AVENUE                         ","            ",10301,1,0,1,"2,000","1,714",2012,1,"A5","$375,180",2012-11-15,375180,1714,2000,0
"5213",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",667,37," ","A5","155 LABAU AVENUE                         ","            ",10301,1,0,1,"2,000","1,714",2012,1,"A5","$400,530",2013-01-09,400530,1714,2000,0
"5216",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",670,66," ","A9","87 LABAU AVENUE                          ","            ",10301,1,0,1,"2,200","1,440",1970,1,"A9","$380,000",2013-04-08,380000,1440,2200,0
"5219",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",675,8," ","A1","78 RENWICK AVENUE                        ","            ",10301,1,0,1,"5,000","2,142",1945,1,"A1","$470,000",2013-01-25,470000,2142,5000,0
"5221",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",680,71," ","A1","52 BRISTOL AVENUE                        ","            ",10301,1,0,1,"4,000","2,330",1920,1,"A1","$249,000",2012-11-28,249000,2330,4000,0
"5222",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",681,14," ","A1","411 LITTLE CLOVE ROAD                    ","            ",10301,1,0,1,"3,000","820",1920,1,"A1","$373,500",2013-07-17,373500,820,3000,0
"5223",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",694,148," ","A1","84 WINDSOR ROAD                          ","            ",10314,1,0,1,"5,805","1,362",1910,1,"A1","$262,500",2013-01-30,262500,1362,5805,0
"5226",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",695,62," ","A3","1570 VICTORY BOULEVARD                   ","            ",10314,1,0,1,"10,388","3,583",2012,1,"A3","$809,508",2013-06-06,809508,3583,10388,0
"5227",5,"SUNNYSIDE                ","01  ONE FAMILY HOMES                        ","1",695,66," ","A2","1560 VICTORY BOULEVARD                   ","            ",10314,1,0,1,"5,635","915",1950,1,"A2","$400,000",2013-04-04,4e+05,915,5635,0
"5228",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",601,63," ","B1","23 VAN CORTLANDT AVENUE                  ","            ",10301,2,0,2,"4,000","2,020",1970,1,"B1","$530,000",2012-10-09,530000,2020,4000,0
"5231",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",609,19," ","B2","102 GRAND AVENUE                         ","            ",10301,2,0,2,"6,000","2,760",1925,1,"B2","$470,000",2013-03-28,470000,2760,6000,0
"5232",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",610,49," ","B2","8 SUNNYSIDE TERRACE                      ","            ",10301,2,0,2,"3,800","2,288",1955,1,"B2","$560,000",2013-04-29,560000,2288,3800,0
"5233",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",610,56," ","B2","20 SUNNYSIDE TERRACE                     ","            ",10301,2,0,2,"3,800","2,288",1965,1,"B2","$570,000",2013-06-26,570000,2288,3800,0
"5234",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",610,67," ","B2","44 SUNNYSIDE TERRACE                     ","            ",10301,2,0,2,"3,800","2,100",1970,1,"B2","$542,000",2013-06-13,542000,2100,3800,0
"5236",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",610,70," ","B2","48 SUNNYSIDE TERRACE                     ","            ",10301,2,0,2,"3,800","2,100",1970,1,"B2","$535,000",2012-08-01,535000,2100,3800,0
"5239",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",660,3," ","B9","50 OSWEGO STREET                         ","            ",10301,2,0,2,"2,275","1,890",1999,1,"B9","$405,000",2013-03-15,405000,1890,2275,0
"5240",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",665,10," ","B2","138 SENECA AVENUE                        ","            ",10301,2,0,2,"3,960","2,709",1988,1,"B2","$443,700",2012-09-05,443700,2709,3960,0
"5241",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",669,83," ","B9","103 LOGAN AVENUE                         ","            ",10301,2,0,2,"2,673","1,670",1980,1,"B9","$490,000",2013-02-27,490000,1670,2673,0
"5242",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",675,10," ","B1","94 RENWICK AVENUE                        ","            ",10301,2,0,2,"3,900","1,560",1970,1,"B1","$370,000",2013-06-13,370000,1560,3900,0
"5243",5,"SUNNYSIDE                ","02  TWO FAMILY HOMES                        ","1",678,6," ","B9","124 NORTHERN BOULEVARD                   ","            ",10301,2,0,2,"3,060","3,328",1989,1,"B9","$325,000",2012-09-12,325000,3328,3060,0
"5263",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",684,148," ","A1","61 COVERLY AVENUE                        ","            ",10301,1,0,1,"10,920","2,520",1970,1,"A1","$910,000",2013-06-07,910000,2520,10920,0
"5266",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",687,355," ","A3","45 ARBOR COURT                           ","            ",10301,1,0,1,"14,138","3,250",2001,1,"A3","$1,625,000",2012-09-11,1625000,3250,14138,0
"5267",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",688,50," ","A3","30 DENOBLE LANE                          ","            ",10301,1,0,1,"14,209","5,705",1992,1,"A3","$1,400,000",2013-03-07,1400000,5705,14209,0
"5268",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",689,2," ","A3","245 OCEAN TERRACE                        ","            ",10301,1,0,1,"9,744","4,010",1980,1,"A3","$950,000",2012-11-21,950000,4010,9744,0
"5270",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",864,26," ","A3","344 OCEAN TERRACE                        ","            ",10301,1,0,1,"25,000","4,226",1950,1,"A3","$53,633",2012-09-17,53633,4226,25000,0
"5271",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",864,200," ","A2","430 OCEAN TERRACE                        ","            ",10301,1,0,1,"15,306","2,004",1965,1,"A2","$500,000",2013-03-06,5e+05,2004,15306,0
"5272",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",868,9," ","A1","155 BENEDICT ROAD                        ","            ",10304,1,0,1,"74,388","7,788",1975,1,"A1","$3,700,000",2012-10-02,3700000,7788,74388,0
"5275",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",870,79," ","A3","114 ROMER ROAD                           ","            ",10304,1,0,1,"20,767","3,392",1960,1,"A3","$995,000",2013-04-25,995000,3392,20767,0
"5276",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",870,79," ","A3","114 ROMER ROAD                           ","            ",10304,1,0,1,"20,767","3,392",1960,1,"A3","$950,000",2012-09-07,950000,3392,20767,0
"5280",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",871,325," ","A3","3 ESMAC COURT WEST                       ","            ",10304,1,0,1,"10,700","4,452",1982,1,"A3","$1,300,000",2012-12-19,1300000,4452,10700,0
"5281",5,"TODT HILL                ","01  ONE FAMILY HOMES                        ","1",872,35," ","A3","120 COLLEGE PLACE                        ","            ",10304,1,0,1,"12,299","6,400",2004,1,"A3","$1,760,000",2013-04-19,1760000,6400,12299,0
